0.000000000000000000e+00,6.432181450000000061e-09
1.003503799438476562e-02,6.566928780000000135e-09
1.500406265258789062e-01,6.705216830000000284e-09
2.501165866851806641e-01,6.226517969999999974e-09
3.576257228851318359e-01,6.804500519999999653e-09
4.576256275177001953e-01,7.006622390000000044e-09
5.576453208923339844e-01,6.839961930000000144e-09
6.676239967346191406e-01,6.347077970000000228e-09
8.076379299163818359e-01,6.527921760000000328e-09
9.079580307006835938e-01,6.265520549999999855e-09
1.017944574356079102e+00,6.109499130000000101e-09
1.127909421920776367e+00,6.283246370000000363e-09
1.257907867431640625e+00,6.683940070000000084e-09
1.363968133926391602e+00,6.187506060000000097e-09
1.470751047134399414e+00,6.304522679999999593e-09
1.590808391571044922e+00,6.417998579999999842e-09
1.710792303085327148e+00,6.049218019999999786e-09
1.820794582366943359e+00,6.737128189999999876e-09
1.958138704299926758e+00,6.988894349999999986e-09
2.068198204040527344e+00,6.730038749999999659e-09
2.198200464248657227e+00,6.322253390000000171e-09
2.308198928833007812e+00,6.754861110000000166e-09
2.409592390060424805e+00,6.733581690000000110e-09
2.519544839859008789e+00,6.694579999999999851e-09
2.619606971740722656e+00,6.393174430000000253e-09
2.749614953994750977e+00,6.694579999999999851e-09
2.859628677368164062e+00,6.137863989999999927e-09
2.966070890426635742e+00,5.871922949999999829e-09
3.097610473632812500e+00,6.130773219999999781e-09
3.207580804824829102e+00,6.751315509999999859e-09
3.317564010620117188e+00,6.180419729999999878e-09
3.448762178421020508e+00,6.673305460000000027e-09
3.548769950866699219e+00,6.109496909999999724e-09
3.658758401870727539e+00,6.432176130000000350e-09
3.758760929107666016e+00,6.708765100000000284e-09
3.858831167221069336e+00,7.042083799999999707e-09
3.960734367370605469e+00,6.339986759999999777e-09
4.070722818374633789e+00,5.875470780000000350e-09
4.200765371322631836e+00,6.552741460000000153e-09
4.300833463668823242e+00,5.981840359999999633e-09
4.401926755905151367e+00,6.432181450000000061e-09
4.501934766769409180e+00,6.269063929999999785e-09
4.601940155029296875e+00,6.488914290000000377e-09
4.711930274963378906e+00,6.141410050000000215e-09
4.811941862106323242e+00,6.265517880000000162e-09
4.919560194015502930e+00,6.357714799999999834e-09
5.029560804367065430e+00,6.084677209999999899e-09
5.159557819366455078e+00,6.662664200000000332e-09
5.259576082229614258e+00,6.499548450000000290e-09
5.361028432846069336e+00,6.708759769999999908e-09
5.461029529571533203e+00,6.591751139999999816e-09
5.571017980575561523e+00,6.247787180000000250e-09
5.701030969619750977e+00,6.368356949999999978e-09
5.801032066345214844e+00,6.308073620000000113e-09
5.911030054092407227e+00,5.964112320000000403e-09
6.019319534301757812e+00,6.354166970000000140e-09
6.159312486648559570e+00,6.708761990000000285e-09
6.269309997558593750e+00,6.297434129999999825e-09
6.404718637466430664e+00,6.467640650000000012e-09
6.504758596420288086e+00,6.393174430000000253e-09
6.614671707153320312e+00,6.077585550000000132e-09
6.714689970016479492e+00,6.293890740000000057e-09
6.824681043624877930e+00,6.059857500000000237e-09
6.962156057357788086e+00,6.286794200000000057e-09
7.062167644500732422e+00,6.368349400000000053e-09
7.172166824340820312e+00,6.290345129999999912e-09
7.312156438827514648e+00,6.520827880000000183e-09
7.413455247879028320e+00,6.308070949999999593e-09
7.513459205627441406e+00,6.701673879999999995e-09
7.623446226119995117e+00,6.283248589999999913e-09
7.723450660705566406e+00,5.719446690000000075e-09
7.853516817092895508e+00,6.527916429999999952e-09
7.954754114151000977e+00,6.545649800000000385e-09
8.054755449295043945e+00,6.559832230000000298e-09
8.154758453369140625e+00,6.432178790000000206e-09
8.264748096466064453e+00,6.081134259999999610e-09
8.376013994216918945e+00,6.003119330000000373e-09
8.506091117858886719e+00,6.485368690000000070e-09
8.616017580032348633e+00,6.169780239999999589e-09
8.756024360656738281e+00,6.364806459999999602e-09
8.856092453002929688e+00,6.474726530000000088e-09
8.961867570877075195e+00,6.035032920000000180e-09
9.062973022460937500e+00,6.261972270000000018e-09
9.172880887985229492e+00,6.527919089999999807e-09
9.303022146224975586e+00,6.332892879999999632e-09
9.404399394989013672e+00,6.687486119999999707e-09
9.504461526870727539e+00,6.698122950000000140e-09
9.604464292526245117e+00,6.726493579999999820e-09
9.704470634460449219e+00,6.386082769999999659e-09
9.814463853836059570e+00,6.247789840000000105e-09
9.915143966674804688e+00,6.127229830000000014e-09
1.005514240264892578e+01,6.276160040000000144e-09
1.015514731407165527e+01,6.790322080000000351e-09
1.026512694358825684e+01,6.311616559999999738e-09
1.039642691612243652e+01,6.361258189999999602e-09
1.050643038749694824e+01,6.595291420000000412e-09
1.061642885208129883e+01,6.244246450000000337e-09
1.072643136978149414e+01,6.467637980000000319e-09
1.086649584770202637e+01,6.215876260000000136e-09
1.100643372535705566e+01,6.676851959999999793e-09
1.111646366119384766e+01,6.254881060000000394e-09
1.125642275810241699e+01,6.527919089999999807e-09
1.136166143417358398e+01,6.354169189999999690e-09
1.147056150436401367e+01,6.180422400000000398e-09
1.160056829452514648e+01,6.123681560000000014e-09
1.170064282417297363e+01,5.683983060000000035e-09
1.181056499481201172e+01,6.254883720000000249e-09
1.192670011520385742e+01,6.127227170000000158e-09
1.205535697937011719e+01,6.180419729999999878e-09
1.216531372070312500e+01,6.113042069999999725e-09
1.229542160034179688e+01,5.942838220000000057e-09
1.239674758911132812e+01,6.162689029999999965e-09
1.249707603454589844e+01,5.843554970000000167e-09
1.260706305503845215e+01,6.496008180000000359e-09
1.270706558227539062e+01,6.371897679999999891e-09
1.281707978248596191e+01,6.364806459999999602e-09
1.294785499572753906e+01,6.208782379999999992e-09
1.305783915519714355e+01,6.605930909999999873e-09
1.315784597396850586e+01,7.059809630000000053e-09
1.326783728599548340e+01,6.038578530000000324e-09
1.339922738075256348e+01,6.474731420000000158e-09
1.350914907455444336e+01,6.020847380000000268e-09
1.360930109024047852e+01,5.822278660000000109e-09
1.371923017501831055e+01,6.520825209999999663e-09
1.385923171043395996e+01,6.006664939999999690e-09
1.396929335594177246e+01,6.893148720000000009e-09
1.409923481941223145e+01,6.244238900000000412e-09
1.420923042297363281e+01,6.403811259999999860e-09
1.431930756568908691e+01,6.155597370000000197e-09
1.446071791648864746e+01,5.712353260000000075e-09
1.456072306632995605e+01,6.247787180000000250e-09
1.467071843147277832e+01,6.297434129999999825e-09
1.480072522163391113e+01,6.488916960000000070e-09
1.491065049171447754e+01,6.315162169999999882e-09
1.501364874839782715e+01,6.063403110000000381e-09
1.512500119209289551e+01,5.981847910000000385e-09
1.523498940467834473e+01,6.237150349999999816e-09
1.535634851455688477e+01,6.754861110000000166e-09
1.546632862091064453e+01,5.815187000000000342e-09
1.560635900497436523e+01,6.456998049999999725e-09
1.571636366844177246e+01,6.003122000000000066e-09
1.583634972572326660e+01,6.400262989999999860e-09
1.594851970672607422e+01,6.378986669999999965e-09
1.604852080345153809e+01,6.563375620000000066e-09
1.615852522850036621e+01,5.811641390000000198e-09
1.626851820945739746e+01,6.393174430000000253e-09
1.641406059265136719e+01,6.187510950000000167e-09
1.652411150932312012e+01,6.297436350000000201e-09
1.665405201911926270e+01,6.066943840000000293e-09
1.676403546333312988e+01,6.389628379999999803e-09
1.686404871940612793e+01,6.581108550000000193e-09
1.697044873237609863e+01,6.389625719999999948e-09
1.710044741630554199e+01,5.694622550000000324e-09
1.721044087409973145e+01,6.641387440000000131e-09
1.731045460700988770e+01,6.655575199999999593e-09
1.741183066368103027e+01,5.861280350000000369e-09
1.751190733909606934e+01,6.191056999999999790e-09
1.762183332443237305e+01,6.336441149999999632e-09
1.776183152198791504e+01,6.056303899999999861e-09
1.786184167861938477e+01,6.386080550000000109e-09
1.796205806732177734e+01,6.386082769999999659e-09
1.806921529769897461e+01,6.761952329999999628e-09
1.819918131828308105e+01,6.421541520000000294e-09
1.830915904045104980e+01,6.630755060000000289e-09
1.841032385826110840e+01,6.219421870000000280e-09
1.851036047935485840e+01,6.183957790000000097e-09
1.862028789520263672e+01,6.435729279999999755e-09
1.875037622451782227e+01,6.474734530000000157e-09
1.886036086082458496e+01,6.492459899999999694e-09
1.896105337142944336e+01,6.304528009999999969e-09
1.907104849815368652e+01,5.903833419999999799e-09
1.921103596687316895e+01,6.343532369999999921e-09
1.932097244262695312e+01,6.336438489999999777e-09
1.942241048812866211e+01,5.850643529999999773e-09
1.955241060256958008e+01,1.657945850000000151e-02
2.014354133605957031e+01,1.657315159999999885e-02
2.025354671478271484e+01,1.657560469999999966e-02
2.035460901260375977e+01,1.656964790000000146e-02
2.045463848114013672e+01,1.656614429999999846e-02
2.055464100837707520e+01,1.656754499999999949e-02
2.065464353561401367e+01,1.657140069999999896e-02
2.076464509963989258e+01,1.656754690000000058e-02
2.086465334892272949e+01,1.655948720000000041e-02
2.097525715827941895e+01,1.656088979999999905e-02
2.110005450248718262e+01,1.655563150000000094e-02
2.120007228851318359e+01,1.655633559999999949e-02
2.131006908416748047e+01,1.655528510000000078e-02
2.141084146499633789e+01,1.655177769999999909e-02
2.151084804534912109e+01,1.655317840000000013e-02
2.162084579467773438e+01,1.655247990000000002e-02
2.176083707809448242e+01,1.655142750000000024e-02
2.186083698272705078e+01,1.654617120000000108e-02
2.196747112274169922e+01,1.654792579999999833e-02
2.208746886253356934e+01,1.654581910000000114e-02
2.219746971130371094e+01,1.654932649999999936e-02
2.230747032165527344e+01,1.654862429999999843e-02
2.240862369537353516e+01,1.654897630000000050e-02
2.251860332489013672e+01,1.654757559999999947e-02
2.264863514900207520e+01,1.654371810000000026e-02
2.275860023498535156e+01,1.654476670000000135e-02
