0.000000000000000000e+00,5.776175089999999637e-09
1.004481315612792969e-02,5.733629570000000132e-09
1.368153095245361328e-01,5.524416039999999974e-09
2.568118572235107422e-01,6.513734000000000039e-09
3.668131828308105469e-01,6.038580749999999874e-09
4.981935024261474609e-01,5.829369880000000398e-09
6.082603931427001953e-01,5.559877449999999637e-09
7.181162834167480469e-01,5.783271199999999996e-09
8.570590019226074219e-01,6.070489439999999773e-09
9.584968090057373047e-01,6.088222810000000206e-09
1.069220066070556641e+00,5.971203530000000027e-09
1.179225206375122070e+00,5.996028119999999921e-09
1.309218883514404297e+00,5.879008839999999742e-09
1.419219255447387695e+00,5.808095780000000053e-09
1.549218654632568359e+00,5.964109649999999883e-09
1.649296045303344727e+00,6.120131069999999637e-09
1.759229898452758789e+00,5.676891400000000268e-09
1.869217872619628906e+00,5.669797520000000124e-09
1.991980791091918945e+00,5.769086100000000390e-09
2.091981172561645508e+00,5.425132790000000083e-09
2.201980590820312500e+00,5.818729939999999966e-09
2.311937570571899414e+00,5.520867760000000136e-09
2.442013740539550781e+00,6.084677209999999899e-09
2.551976919174194336e+00,5.914470250000000233e-09
2.651983261108398438e+00,5.652072139999999922e-09
2.761977672576904297e+00,5.669797520000000124e-09
2.901915311813354492e+00,5.517324380000000207e-09
3.008022308349609375e+00,5.680439670000000268e-09
3.114971637725830078e+00,5.205281980000000176e-09
3.254990339279174805e+00,5.701716429999999641e-09
3.354997634887695312e+00,5.442863049999999690e-09
3.455246686935424805e+00,5.478322680000000110e-09
3.567686319351196289e+00,5.652072139999999922e-09
3.707683324813842773e+00,5.825823820000000110e-09
3.809230327606201172e+00,5.609519069999999664e-09
3.909335374832153320e+00,6.453452879999999886e-09
4.010531663894653320e+00,5.666254579999999672e-09
4.141207218170166016e+00,5.428673069999999852e-09
4.261165857315063477e+00,5.598882249999999895e-09
4.391202449798583984e+00,5.981840359999999633e-09
4.492545127868652344e+00,5.311661779999999904e-09
4.593960762023925781e+00,5.683987950000000105e-09
4.694044828414916992e+00,5.655617750000000066e-09
4.803960561752319336e+00,5.208832480000000390e-09
4.905362367630004883e+00,5.683987950000000105e-09
5.016678810119628906e+00,5.499595890000000006e-09
5.146675586700439453e+00,5.127267500000000255e-09
